"","pcode","Country","name","name_alt","loc_type","loc_subtype","createdate","createby","closedate","updatedate","source","unhcr_assist","status","POINT_X","POINT_Y","adjusted_vars","type"
"7150","SDNs015556","Sudan","Bulbul Timbesco",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.63684971,11.83871018,0,"IDP"
"7151","SDNs015651","Sudan","Sakeley",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.8527392,11.98314589,0,"IDP"
"7152","SDNs015576","Sudan","Fata Borno",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.56171605,14.14814755,0,"IDP"
"7153","SDNs015676","Sudan","Um Elkheriat",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.21097271,12.30765244,0,"IDP"
"7154","SDNs015549","Sudan","Bielel",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.02661164,11.99859599,0,"IDP"
"7155","SDNs015619","Sudan","Manjura",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.5211962,13.99904334,0,"IDP"
"7156","SDNs015643","Sudan","Niigeaa",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.78281131,12.21312988,0,"IDP"
"7157","SDNs015607","Sudan","Kondobe",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.49517447,13.65076449,0,"IDP"
"7158","SDNs015673","Sudan","Tumra",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.59274153,11.85391375,0,"IDP"
"7159","SDNs015555","Sudan","Bulbul Dalai Angra",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.60010786,12.0091566,0,"IDP"
"7160","SDNs015661","Sudan","Shangil Tobay",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.18934635,13.06040474,0,"IDP"
"7161","SDNs015629","Sudan","Misterei",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.18580712,13.12308714,0,"IDP"
"7162","SDNs015650","Sudan","Rowanda",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.87279563,13.52287544,0,"IDP"
"7163","SDNs015622","Sudan","Menawashi",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.98750089,12.68861583,0,"IDP"
"7164","SDNs015533","Sudan","Al Salam 1",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"9/12/19","OCHA",NA,1,25.3551043,13.62875795,0,"IDP"
"7165","SDNs015531","Sudan","Al Moaro",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.32934118,11.4296958,0,"IDP"
"7166","SDNs015638","Sudan","Nertit N Camp",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.09847726,13.04531362,0,"IDP"
"7167","SDNs015603","Sudan","Kerikier",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.09873672,12.5107096,0,"IDP"
"7168","SDNs015543","Sudan","Armankul",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.16636821,13.76728882,0,"IDP"
"7169","SDNs015677","Sudan","Um Kher",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.7439833,12.3193667,0,"IDP"
"7170","SDNs015573","Sudan","El Serif+Al zahra",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.82023533,12.00511222,0,"IDP"
"7171","SDNs015521","Sudan","Adilla IDPs",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.99058699,11.35058521,0,"IDP"
"7172","SDNs015581","Sudan","Goker",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.46987042,13.22979112,0,"IDP"
"7173","SDNs015612","Sudan","Kulbus",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.45825587,14.36375491,0,"IDP"
"7174","SDNs015518","Sudan","Abu-Liha",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.82859672,14.67182094,0,"IDP"
"7175","SDNs015606","Sudan","Khor Omer",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.16518242,11.39184779,0,"IDP"
"7176","SDNs015646","Sudan","Otash",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.90883971,12.10184937,0,"IDP"
"7177","SDNs015534","Sudan","Al Salam 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.56048022,12.68028642,0,"IDP"
"7178","SDNs015554","Sudan","Bulbul Abu Jazo",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.63281512,11.82899048,0,"IDP"
"7179","SDNs015630","Sudan","Mosey",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.8810232,12.00440143,0,"IDP"
"7180","SDNs015519","Sudan","Abuzar",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.98931117,11.1424855,0,"IDP"
"7181","SDNs015594","Sudan","Jakhara",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.43012007,12.39388187,0,"IDP"
"7182","SDNs015565","Sudan","Donkey Dereisa",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.0066531,11.58882259,0,"IDP"
"7183","SDNs015562","Sudan","Dereige",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.92402829,12.07617992,0,"IDP"
"7184","SDNs015640","Sudan","Nertiti S Camp",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.03146353,12.92741909,0,"IDP"
"7185","SDNs015571","Sudan","El Riad",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.43670567,13.46338632,0,"IDP"
"7186","SDNs015600","Sudan","Kass",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.28934453,12.50260044,0,"IDP"
"7187","SDNs015537","Sudan","Alsalm",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.25445321,12.48139584,0,"IDP"
"7188","SDNs015658","Sudan","Shadida",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.86926422,12.16597922,0,"IDP"
"7189","SDNs015503","Sudan","Abbassi Camp",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.56043869,14.16984287,0,"IDP"
"7190","SDNs015499","Sudan","IDP 1",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.5296193,11.51652728,0,"IDP"
"7191","SDNs015669","Sudan","Taisha",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.22902899,12.26374801,0,"IDP"
"7192","SDNs015585","Sudan","Halouf",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.85453633,12.24785189,0,"IDP"
"7193","SDNs015566","Sudan","Dorti",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.48428988,13.49655107,0,"IDP"
"7194","SDNs015652","Sudan","Sala + Lor",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.66618694,12.52306262,0,"IDP"
"7195","SDNs015645","Sudan","Nyamma",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.14998569,12.74192131,0,"IDP"
"7196","SDNs015586","Sudan","Hameedia",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.49102112,12.93102913,0,"IDP"
"7197","SDNs015548","Sudan","Beida town",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,21.88588242,12.71213262,0,"IDP"
"7198","SDNs015561","Sudan","Dar El Salam town",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.52066344,13.05610192,0,"IDP"
"7199","SDNs015627","Sudan","Mikada",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.66650664,11.87136744,0,"IDP"
"7200","SDNs015684","Sudan","Yara",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.71357874,12.43601302,0,"IDP"
"7201","SDNs015506","Sudan","Abu Danagal",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.72873521,12.34914542,0,"IDP"
"7202","SDNs015656","Sudan","Shabab",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.46523661,12.90840731,0,"IDP"
"7203","SDNs015551","Sudan","Bindisi Jugma",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.0999046,11.93354035,0,"IDP"
"7204","SDNs015655","Sudan","Selea 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.76666667,11.75058801,0,"IDP"
"7205","SDNs015501","Sudan","IDP 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.02570642,11.52692915,0,"IDP"
"7206","SDNs015614","Sudan","Kurmjie 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.45041539,12.31904035,0,"IDP"
"7207","SDNs015635","Sudan","Murnei",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.86648433,12.95233221,0,"IDP"
"7208","SDNs015575","Sudan","Fasha",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.05040744,12.22681812,0,"IDP"
"7209","SDNs015547","Sudan","Barakah",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.77721699,11.76328702,0,"IDP"
"7210","SDNs015541","Sudan","Arara",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.16706183,12.72511013,0,"IDP"
"7211","SDNs015641","Sudan","Nertiti-Asterana",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.93590691,12.97871355,0,"IDP"
"7212","SDNs015615","Sudan","Kutum",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.64739566,14.20723694,0,"IDP"
"7213","SDNs015663","Sudan","Sharif IDPs",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,27.14405811,11.30824835,0,"IDP"
"7214","SDNs015648","Sudan","Remaili",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.30613103,11.53360593,0,"IDP"
"7215","SDNs015567","Sudan","Duma",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.98573686,12.39931393,0,"IDP"
"7216","SDNs015517","Sudan","Abu Zar",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.44535734,13.44319908,0,"IDP"
"7217","SDNs015662","Sudan","Sharif",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,27.15934643,11.2959001,0,"IDP"
"7218","SDNs015686","Sudan","Zamzam",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.30767389,13.48423245,0,"IDP"
"7219","SDNs015559","Sudan","Dalil Babikir",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.66736481,11.85131249,0,"IDP"
"7220","SDNs015626","Sudan","Mershing",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.90576723,12.72742462,0,"IDP"
"7221","SDNs015620","Sudan","Mastura\Sania",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.47671517,14.55065531,0,"IDP"
"7222","SDNs015550","Sudan","Bindisi Janoub",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.10302287,11.92971794,0,"IDP"
"7223","SDNs015582","Sudan","Golo",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.28344095,13.13536582,0,"IDP"
"7224","SDNs015584","Sudan","Haboba",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.03414733,12.07276368,0,"IDP"
"7225","SDNs015671","Sudan","Teyiba",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.50795244,12.92163925,0,"IDP"
"7226","SDNs015649","Sudan","Rongatass",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.930675,12.97096111,0,"IDP"
"7227","SDNs015617","Sudan","Madares",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.56027091,12.68080968,0,"IDP"
"7228","SDNs015608","Sudan","Kreinik",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.88275445,13.36450861,0,"IDP"
"7229","SDNs015578","Sudan","Garsila",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.13920286,12.38025778,0,"IDP"
"7230","SDNs015511","Sudan","Abu Karinka town",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.56211697,11.57983229,0,"IDP"
"7231","SDNs015595","Sudan","Jammaa",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.42661205,13.43166351,0,"IDP"
"7232","SDNs015515","Sudan","Abu Sufyan",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.40059001,11.88788646,0,"IDP"
"7233","SDNs015675","Sudan","Um Dukhon",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.96541199,11.13841199,0,"IDP"
"7234","SDNs015598","Sudan","Kalma",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.99830971,12.01710572,0,"IDP"
"7235","SDNs015553","Sudan","Bir Dagig",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.46633181,13.71652575,0,"IDP"
"7236","SDNs015634","Sudan","Mukjar W.camp",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.28295514,11.94997828,0,"IDP"
"7237","SDNs015682","Sudan","Wadi Bardi village 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.48940594,14.40990316,0,"IDP"
"7238","SDNs015624","Sudan","Mereir",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.14075113,12.39741175,0,"IDP"
"7239","SDNs015610","Sudan","Krinding 2",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.47419626,13.42445378,0,"IDP"
"7240","SDNs015514","Sudan","Abu Shouk",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.35465691,13.62855147,0,"IDP"
"7241","SDNs015545","Sudan","Assalaya",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.72827932,11.37829,0,"IDP"
"7242","SDNs015509","Sudan","Abu Jabra",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.85291537,11.06301663,0,"IDP"
"7243","SDNs015564","Sudan","Domaya",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.63223775,11.51850659,0,"IDP"
"7244","SDNs015508","Sudan","Abu Hadid",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.66511581,11.86133521,0,"IDP"
"7245","SDNs015602","Sudan","Kebkabiya",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.08137036,13.64773958,0,"IDP"
"7246","SDNs015642","Sudan","Netiga",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.21169801,12.52280801,0,"IDP"
"7247","SDNs015587","Sudan","Hasahisa",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.45161907,12.91086015,0,"IDP"
"7248","SDNs015660","Sudan","Shaeria AU",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.60555118,12.46072801,0,"IDP"
"7249","SDNs015653","Sudan","Saraf Omra",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,23.31159065,13.47922627,0,"IDP"
"7250","SDNs015530","Sudan","Al malam",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.87060052,12.91112815,0,"IDP"
"7251","SDNs015589","Sudan","Hilat Hosa",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.03060867,11.99219707,0,"IDP"
"7252","SDNs015570","Sudan","El Neem",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.12696164,11.48945778,0,"IDP"
"7253","SDNs015569","Sudan","El Fasher town",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.3550049,13.6283769,0,"IDP"
"7254","SDNs015679","Sudan","Um Lawaya",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,25.77637641,12.52449919,0,"IDP"
"7255","SDNs015538","Sudan","Alwadi",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.56053254,12.68070503,0,"IDP"
"7256","SDNs015665","Sudan","Sirba",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.50671153,13.80651483,0,"IDP"
"7257","SDNs015583","Sudan","Habila",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,22.56021804,12.68050213,0,"IDP"
"7258","SDNs015625","Sudan","Mero",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.56115528,12.10407551,0,"IDP"
"7259","SDNs015580","Sudan","Godat",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.53397741,11.90079492,0,"IDP"
"7260","SDNs015592","Sudan","Jad Elseid IDP",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.70774209,11.66584743,0,"IDP"
"7261","SDNs015618","Sudan","Malha",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,26.15817091,15.10095825,0,"IDP"
"7262","SDNs015527","Sudan","Al Jabal Al Khdar",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.86696593,13.50888416,0,"IDP"
"7263","SDNs015558","Sudan","Dali",NA,"IDP Location",NA,"5/24/16","saint@unhcr.org",NA,"11/21/19","OCHA",NA,1,24.91392084,13.45367499,0,"IDP"
"7264","TURs015696","Turkey","Aydin",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,27.837695,37.840736,0,"Refugee"
"7265","TURs015704","Turkey","Osmaniye",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,36.265643,37.052381,0,"Refugee"
"7266","TURs015702","Turkey","Kahramanmaras",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,36.927704,37.57726,0,"Refugee"
"7267","TURs015703","Turkey","Mus",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,41.497442,38.741974,0,"Refugee"
"7268","TURs015695","Turkey","Artvin",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,41.841181,41.178993,0,"Refugee"
"7269","TURs015706","Turkey","Tunceli",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,39.543511,39.099212,0,"Refugee"
"7270","TURs015700","Turkey","Edirne",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,26.543489,41.676127,0,"Refugee"
"7271","TURs015698","Turkey","Bingol",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,40.487216,38.883751,0,"Refugee"
"7272","TURs015705","Turkey","Rize",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,40.487688,41.009946,0,"Refugee"
"7273","TURs015699","Turkey","Diyarbakir",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,40.212522,37.924081,0,"Refugee"
"7274","TURs015697","Turkey","Bartin",NA,"Refugee Location",NA,"5/31/16","saint@unhcr.org",NA,"11/1/19",NA,NA,1,32.327728,41.630033,0,"Refugee"
"7275","LBNs005196","Lebanon","Ain Aarab Marjaayoun",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.039514,34.007956,0,"Refugee"
"7276","LBNs005512","Lebanon","Chebaa",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.644039,33.827125,0,"Refugee"
"7277","LBNs005363","Lebanon","Beit Haouik",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.862906,33.816305,0,"Refugee"
"7278","LBNs005370","Lebanon","Beit Mellat",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.851167,33.859692,0,"Refugee"
"7279","LBNs005830","Lebanon","Haret ej Jdide",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.7633,33.964868,0,"Refugee"
"7280","LBNs005382","Lebanon","Beqaata En Nahr",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.62633,33.806133,0,"Refugee"
"7281","LBNs005538","Lebanon","Daael",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.493014,33.669314,0,"Refugee"
"7282","LBNs005285","Lebanon","Baaqline",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.810808,33.556508,0,"Refugee"
"7283","LBNs005232","Lebanon","Ain Jerfa",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.091864,33.878733,0,"Refugee"
"7284","LBNs005518","Lebanon","Cherin",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.581442,33.717508,0,"Refugee"
"7285","LBNs004397","Lebanon","Andqat",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.876269,33.499098,0,"Refugee"
"7286","LBNs005578","Lebanon","Debaal",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.454283,33.738417,0,"Refugee"
"7287","LBNs005189","Lebanon","Abou Mizane",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.140464,33.918383,0,"Refugee"
"7288","LBNs006002","Lebanon","Kfar Badde",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.108692,34.519386,0,"Refugee"
"7289","LBNs004358","Lebanon","Halba",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.670439,34.145769,0,"Refugee"
"7290","LBNs005236","Lebanon","Ain Mouaffaq",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.102134,33.934146,0,"Refugee"
"7291","LBNs005492","Lebanon","Chahour",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.781725,33.857028,0,"Refugee"
"7292","LBNs005378","Lebanon","Beni Haiyane",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.579989,33.800522,0,"Refugee"
"7293","LBNs005942","Lebanon","Jernaya",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.272094,34.620905,0,"Refugee"
"7294","LBNs004326","Lebanon","Baabda",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.79066,33.517053,0,"Refugee"
"7295","LBNs005374","Lebanon","Beit Zoud",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.520857,33.811236,0,"Refugee"
"7296","LBNs005184","Lebanon","Abbdiyeh al Jadideh",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.066659,33.930251,0,"Refugee"
"7297","LBNs005130","Lebanon","Aalali",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.495529,33.89963,0,"Refugee"
"7298","LBNs004167","Lebanon","Bezbina",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,35.548078,33.767286,0,"Refugee"
"7299","LBNs005902","Lebanon","Ibl es Saqi",NA,"Refugee Location",NA,"6/5/16","saint@unhcr.org",NA,"11/1/19","GR15",NA,1,36.240711,34.524961,0,"Refugee"
